metric,n_cells_used_for_scale,min,q02,q98,max,vmin_used,vmax_used,span_used,qa_scale_span_positive,qa_scale_inside_01
share_under_45,15299,0.0096699591330028,0.0114166056472217,0.1038074568004765,0.3412804038414687,0.0096699591330028,0.3412804038414687,0.3316104447084658,True,True
