metric,n_cells_used_for_scale,min,q02,q98,max,vmin_used,vmax_used,span_used
share_under_45,15299,0.009669959133002835,0.011416605647221719,0.1038074568004765,0.3412804038414687,0.009669959133002835,0.3412804038414687,0.33161044470846585
