population_share,accessibility_share
0.0,0.0
1.559481194949581e-05,2.6933796213960982e-12
3.5709222632903364e-05,4.159528852301334e-10
4.6785590101360923e-05,6.601614113227662e-10
6.232133218311095e-05,1.9550625602158597e-09
7.822334512287154e-05,3.3416122628419268e-09
0.0001243880055033491,1.345945267014118e-08
0.0001820778417478829,2.9257148915127603e-08
0.0003391224478136087,7.440429234913521e-08
0.00048503852572935624,1.2931868098673893e-07
0.0005329183487212913,1.548702450060898e-07
0.00081786256031339,3.1005332651269946e-07
0.0009988070155600886,4.11570525282962e-07
0.0012727169919549894,5.655486956447089e-07
0.0013451179706286472,6.089344534296824e-07
0.001357893188939935,6.167311198081597e-07
0.001371712177302679,6.255151462702289e-07
0.0015203681750793339,7.261053484161973e-07
0.0015441159895013233,7.424946757142523e-07
0.0015880681075172176,7.766214278749151e-07
0.0017369634258333157,8.970983777425119e-07
0.0017603473327285947,9.175317543443216e-07
0.002000528437387421,1.1308727583093522e-06
0.002146412515844022,1.2629714029812189e-06
0.002165525979899156,1.2827753319066175e-06
0.0022344082685558887,1.3591490822404998e-06
0.002242383309615163,1.3681104952530523e-06
0.0026922212544499536,1.8966737427793413e-06
0.0028527151297170336,2.0969191340290866e-06
0.0029004120593289487,2.1613304976835687e-06
0.0029639387779628254,2.2505536458987913e-06
0.00338843419633841,2.847456436768162e-06
0.003548041330104378,3.102382589661434e-06
0.0038450786659663468,3.5914299823281365e-06
0.003940169197566933,3.7637835848177756e-06
0.004335839654321675,4.50884988437386e-06
0.004415438826875712,4.660989434637012e-06
0.0045193326439209956,4.862748765322811e-06
0.004935441591037589,5.707819348561585e-06
0.005344181834469838,6.543779184258168e-06
0.005457106917941726,6.8025255844134835e-06
0.005606026549640989,7.145975603060085e-06
0.006379812218311036,9.107360512799305e-06
0.006600385421077467,9.669318203302212e-06
0.006794704455750342,1.0176718649389325e-05
0.006863094998854434,1.0362740817929493e-05
0.006926150968956106,1.0577983555215351e-05
0.007032005889046234,1.0941206985657683e-05
0.00711570002184211,1.124716526064822e-05
0.007729051507441178,1.3490197367967343e-05
0.007803953021278738,1.377306571634395e-05
0.008379664688121003,1.5971509709567817e-05
0.009265317797013478,1.9424300350025635e-05
0.00966073843588506,2.097435460952677e-05
0.009983477263267634,2.2272330628138118e-05
0.010408865661592402,2.4042192564904805e-05
0.011044843984351354,2.671993109753748e-05
0.011248065289089275,2.7586054542478813e-05
0.011929112101779745,3.048919500122998e-05
0.012208649914228513,3.172432639940971e-05
0.012734195686481691,3.4123061603178306e-05
0.012890121813930743,3.4860453940334e-05
0.013500885832035294,3.7779639891111315e-05
0.014260333055388982,4.156816791373455e-05
0.01464038718816354,4.356357932880903e-05
0.014879337013545898,4.4854189436413694e-05
0.01511379989697688,4.615045442844184e-05
0.015311923955701386,4.731438830791056e-05
0.015864732725891065,5.0646661883426935e-05
0.016028798173337543,5.16602845697646e-05
0.016262029343553634,5.3115696387181165e-05
0.01635701086795612,5.3747307100560346e-05
0.01691060460942185,5.745239991080646e-05
0.01714724663828991,5.904350461820007e-05
0.017605969738285085,6.214465138724715e-05
0.017683197346373754,6.266862655550002e-05
0.017984210472721567,6.472907634367315e-05
0.018717332415739484,6.9857651906151e-05
0.01894090116775864,7.143730821030549e-05
0.019428888832326546,7.504855504177657e-05
0.019529569778624575,7.580335980924871e-05
0.01969568767781981,7.706114653885948e-05
0.02014527479691446,8.056654111123405e-05
0.02059161090534073,8.407907536014538e-05
0.021579617396539102,9.186354390844549e-05
0.022496650935087792,9.92466837349283e-05
0.022768350457155143,0.0001015534142374378
0.023449773312483633,0.0001074760920101187
0.023789227494556135,0.00011047547363946791
0.024387921678752488,0.00011589239337910004
0.024926687902969823,0.00012083327117274848
0.02586823974627146,0.00012996439782969016
0.026219040288915967,0.00013339272839396296
0.02690321937179124,0.00014013890969441083
0.027370597070330387,0.0001447622198748449
0.02761882749475804,0.00014722087261808165
0.028879521487825414,0.00015971251220458195
0.030223559840656215,0.0001730334497363611
0.031214837014398113,0.0001834211297692541
0.0316948393721135,0.00018846668502219688
0.03228743701076777,0.00019471914218692748
0.03248895911529577,0.00019687129980513557
0.03300224738693808,0.00020240292017363525
0.03369563462447213,0.00020992465845759512
0.034619570490219215,0.00021999894293351472
0.035785295277136094,0.00023272942445900295
0.03591020564651389,0.0002341000448967486
0.03654124386496038,0.00024121702350569932
0.03752758601100276,0.0002524653724870775
0.03794910456514081,0.00025729860999689993
0.03928927252319635,0.0002726793699683296
0.03986945483830213,0.00027938219792168696
0.040099730001320985,0.00028205151155060625
0.04239162872891384,0.0003088059375558522
0.04292871916693205,0.0003151269074397762
0.043282464163746544,0.0003193260989078434
0.04386397470370516,0.0003264918291960035
0.044486663834921045,0.00033459815848943764
0.04480638279616823,0.00033878030879014304
0.04546459972584518,0.00034744473712445623
0.04607673816224752,0.00035551724841674704
0.04743487867392469,0.000373488298186881
0.04870009298020792,0.00039060585357793563
0.04979150462712794,0.0004053727780754425
0.05003269552982566,0.00040872334634271443
0.05125922854647437,0.00042637206868818985
0.051427453338026355,0.0004288094106864638
0.05146038380039329,0.00042929043678500235
0.051994491597660335,0.00043719683072782035
0.05317348784530303,0.0004550952954537118
0.053726732625621096,0.0004634959498563155
0.05444726636029025,0.00047448954077966516
0.05547924378516783,0.0004903014401419592
0.05686027145973027,0.0005119767288253863
0.058221104517324235,0.0005336403142702043
0.05911835524180128,0.0005479574575702451
0.06020326180648556,0.0005654548091587533
0.0609402188692844,0.0005775608956724345
0.06176740793046276,0.000591292815859511
0.06191582919554894,0.0005937722919378084
0.06359776354623158,0.000622428430614063
0.0650994200924004,0.0006481826547769689
0.0655311152864319,0.0006559705405859895
0.06559112657425303,0.000657078350591743
0.06664194401898858,0.0006767961748728039
0.06679414799529268,0.0006796740132505654
0.06786840233290459,0.0007004030405781245
0.06894773395536248,0.000721295213887948
0.06946937786530577,0.0007314052572937521
0.07049698522231375,0.0007514794117771801
0.0707121777682839,0.0007557786082159496
0.0723266573710693,0.0007887581040596147
0.07288841899081326,0.0008002975625733637
0.07335915563403785,0.0008099672569316532
0.07418558525631701,0.0008271848176590505
0.07578044165971412,0.0008607559563250681
0.07655597351525983,0.0008771246265275312
0.07729603602804937,0.0008927815971431162
0.07732986037557037,0.0008934991170351286
0.07752147218974217,0.0008976065108238918
0.07786689498484424,0.0009051033928140394
0.07849261873610187,0.0009187006611835572
0.07910540249959636,0.0009320525397366453
0.07994743494243856,0.0009504235813196033
0.08024377227496717,0.0009569586508983115
0.08131576113672598,0.0009806257364074222
0.08186750982801183,0.0009928148305681755
0.08248028220645522,0.0010063912382079418
0.08297727504515233,0.0010174787017109119
0.08351572181603473,0.0010295855605763314
0.08384543971705839,0.0010372238020663468
0.08455036923136315,0.0010537362755508328
0.08457206988295253,0.0010542512395313062
0.08697130474444525,0.0011113728843611078
0.08733437758826704,0.0011200515700454847
0.08738454020732093,0.001121251582687956
0.08830955224035551,0.0011434121183932313
0.08963026691624415,0.0011756162076379266
0.0896999947502479,0.001177345909498921
0.08986319037745874,0.001181398238305233
0.0900204899200146,0.0011853192685039719
0.09018044830593647,0.0011893071788953752
0.09113598985737502,0.0012132863036900564
0.09148207781008852,0.0012221261486949047
0.09211638990262563,0.001238363607667376
0.09224882726055984,0.00124175536118863
0.0937286136461933,0.0012805958309170607
0.09454961237513829,0.001302658153683059
0.09582755796813355,0.0013376674457113158
0.09625299116010191,0.0013499187429450044
0.09734363157246326,0.0013823764856125658
0.09768410716159394,0.0013926142239049212
0.09943923678956937,0.0014457107016403164
0.09975929356954537,0.0014555294382670335
0.10028165634281237,0.0014715779653121065
0.10048452947029139,0.0014778828201444298
0.10148414811634449,0.0015090028206656426
0.1027371766851667,0.0015482371450172238
0.10302703050173258,0.0015575772467304662
0.10311938772520068,0.001560564587703383
0.10381208999326802,0.001583823553356708
0.10451277437664076,0.0016077256994354628
0.10471403765789684,0.0016149975006111677
0.10508849183866067,0.001628722881178118
0.1053561748080265,0.0016386119316694947
0.10582208844498861,0.0016559834734332652
0.10627111817251271,0.0016730816244887173
0.10658275038796865,0.00168506373666391
0.10686663419170359,0.0016960252365148935
0.10835374889208609,0.0017535142466348038
0.1089755972466116,0.001777571732171334
0.10976508976908195,0.0018087875760693108
0.11008962163935777,0.0018218856296064578
0.11082806635505263,0.0018518577966282555
0.11153521625294259,0.0018806553686689857
0.11158828719729331,0.0018828186651585793
0.11192966888717797,0.0018968826562701972
0.1133265070754976,0.0019556311051277995
0.114072667944239,0.0019870362757078686
0.11425279089339407,0.001994721402597532
0.11626680628042856,0.002081248853177521
0.1167368754983635,0.0021017587100210047
0.11743405089700876,0.0021326519939731487
0.11791743795575466,0.0021544009870610834
0.11866402089260286,0.0021880399927508396
0.11914561534705993,0.0022099857448098473
0.11939028113998994,0.0022214104460399455
0.12071590211965415,0.0022835348544565093
0.12178205056219216,0.0023336914468788036
0.12415655336926389,0.0024458196202255355
0.12440145923745957,0.0024575679498263316
0.1257045496676336,0.002520446698760002
0.1259799485100857,0.0025340254582652886
0.12665222829218678,0.0025675942453458832
0.1268935485411964,0.0025797348826905697
0.12717551209742226,0.0025941640020347425
0.13209518976184176,0.0028468959821650497
0.132226953222738,0.0028536758058693387
0.13270308880649767,0.00287818171094448
0.13464414759170368,0.002978759795494754
0.13485827612066215,0.0029900712104090938
0.13526285843145527,0.0030114498035203456
0.1357010249071856,0.003034617969908951
0.1363483708674973,0.0030693232432188896
0.13752468774602,0.0031329534463066305
0.139308459176274,0.00323107370507787
0.14027100675219586,0.0032840300372068633
0.14169286398221187,0.0033622622941610236
0.14191778374785002,0.003374704047308319
0.1428502701602398,0.0034263250846202705
0.14310899278644806,0.0034415272308231898
0.14314090936102314,0.0034434044068711043
0.14370114454404131,0.0034764686079792
0.14463603230633645,0.00353186813222985
0.14557507762799038,0.003588510981472274
0.1460343278185226,0.0036162441343875872
0.14659278601903517,0.0036503789822200975
0.14770064783294298,0.0037184386197912232
0.15154680857510833,0.00395809503622082
0.15282800771707844,0.004038379627904977
0.15289824088870604,0.004042949632736513
0.15378763417351904,0.004101162137075831
0.1542903013869993,0.004135093431933621
0.1547524932134348,0.004166359369408434
0.15606090755479088,0.004257190010705882
0.15640545966411346,0.004281322011434826
0.15695727211168536,0.004319976663218519
0.15989598478175204,0.0045316092227464045
0.16000975973129114,0.004539808853896379
0.16119216290880997,0.004626093817820178
0.1635266668492167,0.004796897017127769
0.16406020345287178,0.0048367502303576755
0.1643711840701255,0.004860014670030901
0.16439561310487955,0.004861873992753122
0.1649193476088257,0.004901776147146152
0.16528957966205993,0.004930175770123919
0.16608934512142545,0.004992216526718826
0.16729232213143388,0.005085738629492195
0.16843864623138707,0.005177274537115864
0.17120227256824908,0.005402399514505892
0.171905253335089,0.005460403674010855
0.17453403871043124,0.005678364686589507
0.1783599147257484,0.0059963188131027054
0.17946070791605595,0.006087983135358564
0.18000527889255535,0.006133641078594954
0.18030141788722892,0.006158487467560499
0.18115778829012302,0.006230752086081833
0.18205091725282813,0.0063063537604566375
0.18445109804408957,0.006510898482967405
0.1858531063894096,0.006634740713278284
0.1869177476378246,0.00672886666802731
0.18727391134208135,0.006760827644385298
0.1880432909959828,0.006829993454923188
0.1894739886248436,0.0069610579619001625
0.19192360950435566,0.007186227037624412
0.19457058274143313,0.007434811755488643
0.19471442100086642,0.007448377222042492
0.19482889601206393,0.007459257977620651
0.195043684724673,0.007480008142984666
0.1952160702064728,0.007496709495901213
0.19651864509913705,0.007623150900452869
0.19763698160797646,0.007731892491206739
0.20052598094856655,0.00801295368688754
0.20101647701984804,0.008061083344700995
0.20151743516918477,0.008110631454628215
0.20532078042970758,0.008493373241513478
0.20897391871721008,0.008865045195022842
0.21160143523794128,0.009138757988488948
0.2157565764865175,0.009575669259423134
0.21624333762646755,0.00962798849857779
0.21677458546157485,0.009685249519946568
0.2209199719983843,0.010133038503365806
0.22124992257439044,0.010168747644268561
0.22507716651292706,0.010583670699052866
0.2263257087370465,0.010719107328503496
0.2266062386353809,0.010749558855391975
0.22774909253443637,0.01087809546891657
0.22910657739781937,0.011031084939363509
0.2337499284501077,0.01156208351525545
0.23398095824137508,0.011588539072284727
0.2345960583961642,0.01165904678437011
0.2352837554224957,0.011738427472930267
0.23736224498838224,0.011982515691182308
0.24089099416453832,0.012399994940887584
0.2410492351248365,0.012418780473211603
0.24127936358867258,0.012446166485908227
0.2417690256956303,0.012505174705310549
0.24282404650122522,0.012632472941276906
0.2440757819895408,0.012785639323057452
0.24427598206567003,0.01281048076584875
0.24511528056580312,0.01291521722477366
0.24521260946143744,0.012927401370037414
0.2468648821332328,0.013135096212699964
0.24896481979154791,0.013400669012149194
0.24907637047072004,0.013414805648529706
0.24914699724316075,0.013424050120074513
0.2522678348956192,0.013834393906194935
0.25322132560741356,0.01396051078575367
0.253963107822837,0.014058709369066185
0.2542283152154972,0.014093845552495939
0.2573539205540683,0.014510882969297288
0.25920748077967537,0.01475907064513353
0.2602245270646757,0.014897708868220663
0.2623384204812787,0.015188844174387671
0.2635832730156467,0.015361121424935283
0.2651356888601982,0.015579123040035586
0.26516435237806196,0.015583299888334913
0.2658125556420521,0.015678070991613263
0.26661851005251364,0.015796107208070724
0.2668206710777095,0.015825926115371963
0.26832611347065133,0.016054464153734332
0.2726897482264852,0.016722818939901473
0.2738667850881727,0.01690633008068941
0.27660341015262496,0.017333796374485243
0.277493741490991,0.017474952748978555
0.27801767426280216,0.01755810257964561
0.28058842335106265,0.017968302442465257
0.28119450221534287,0.018065306375981714
0.28202534203313073,0.01819966897347567
0.28257070505456905,0.01828877533607633
0.28368328935033754,0.018471076235686876
0.2843365427523592,0.018578730523783893
0.2869067826862041,0.019004603077215094
0.2876109527242816,0.0191218190486819
0.2881404753695337,0.01921011770066406
0.289265208224039,0.019397994737447705
0.2893600647275158,0.019413855430705347
0.28980585743305315,0.0194883989575495
0.289960172407798,0.01951448523233014
0.29044076871056346,0.01959577555966867
0.2930020472280698,0.020031217067079263
0.2947664987865587,0.020331739215483844
0.29481072258502206,0.020339306526819274
0.2960774051522864,0.020557280773886823
0.29857524646378997,0.02099443108604872
0.2991706092327277,0.021100981335139744
0.299317202935819,0.021127259107175875
0.2997108356317403,0.02119791172388226
0.30034553621581556,0.021313230936732545
0.30060149558047516,0.021360000295123742
0.3011501786881131,0.02146105678364102
0.3015264508655625,0.021530510494316844
0.3040908971148881,0.022004640825475777
0.3051884573239689,0.022207760187948615
0.3065526213862131,0.02246024741158936
0.31074734170102564,0.02324618698145879
0.31110377739601913,0.023313157561546675
0.3144017249345319,0.02393285566070667
0.316119335406628,0.024260801268673207
0.31669065994668805,0.024370586142435504
0.31753913742961953,0.024535197240486993
0.31882671137897856,0.02478786764227554
0.3240867199490599,0.025820479887780832
0.32563473257844555,0.02613765098558274
0.32693480537283437,0.02640567436098852
0.3284842920863748,0.02672857092147633
0.3289175008949516,0.02681909463507166
0.3294048648453604,0.02692316810138499
0.32964323180278743,0.026974517999855015
0.33230308813970066,0.027552729981990445
0.33485013243176803,0.028108143458085315
0.3366108458113864,0.028494887254014195
0.3383957152831572,0.028892322966730385
0.3420910628449922,0.029729096158258736
0.34536299946122717,0.03048913349543017
0.3459850838035984,0.030634030351171314
0.347482560766867,0.03098522823464222
0.35266413327801044,0.03221515232302864
0.35295016209069324,0.03228395782492262
0.35329376087929587,0.032367220980388266
0.35452371355468115,0.032667402660172075
0.3583435866245073,0.03360000833887842
0.3599270496153426,0.03399116212092849
0.36222304054090265,0.034561288594793946
0.3645021992096949,0.03512850818052799
0.36468228803635877,0.03517396227203107
0.3651469394444363,0.035293940941631276
0.36570801216593773,0.035439626760955856
0.3664371847653835,0.03562975625153743
0.3666975628993352,0.0356986282965143
0.3674966847113702,0.03591063495546989
0.36815916739571924,0.03608960372527662
0.36969008415774457,0.03651085277764294
0.37191218020395483,0.03712308700584451
0.37265880259653744,0.037329561105395016
0.37360430245826587,0.037597573496472476
0.3773741371460751,0.03868610272733754
0.3786602537342396,0.03905870774129691
0.38001753607436145,0.03945339790419656
0.38497874670375115,0.040905699090261496
0.3874051367784755,0.041619024530003455
0.3885707118053106,0.04196182771873047
0.38974179488253097,0.042307252377516355
0.3898604771996947,0.04234248936236367
0.39013234944791814,0.04242444011895224
0.3920151782135338,0.04300744418022999
0.3930728250464848,0.04333531398505663
0.394155954162063,0.04367114653366341
0.39736899818606275,0.04467246638411564
0.40158133927508255,0.04601142739070355
0.40271242722777356,0.046372471186983545
0.403068374840028,0.046486114958089124
0.40738374907355934,0.04786451809238102
0.40914275977212844,0.04842738151784681
0.4094872764198165,0.04853914638027287
0.412259936962688,0.04944354676966453
0.41340223989992714,0.04981803730397695
0.41450031344416355,0.05017816009077373
0.4169439503408271,0.05097976870506331
0.41960068642718323,0.05185151314679616
0.41991872547748327,0.051956998524944155
0.4212987181949103,0.05242274168342821
0.42199329285594417,0.05265926488070532
0.42527253322508024,0.05378132941981799
0.4262180014699619,0.054107857524704144
0.4274307615983728,0.05452966464006503
0.431935927246398,0.056118632794798645
0.432852122733203,0.056442641343703664
0.43462182925799087,0.05707192496133316
0.435263585718142,0.0573029228222813
0.4357780833715015,0.05748863302980674
0.43663891126452625,0.05780145842637266
0.4377963390741513,0.05822315314040304
0.43816127609877153,0.05835712296944849
0.44219609743989813,0.059843561333232084
0.4428427235476931,0.06008561363228015
0.44793108869867293,0.06203268159358164
0.44916568080103797,0.06250568112387088
0.4521950647644798,0.06367071197422111
0.45368364220129404,0.06424349472018377
0.4580286669899578,0.06591807684905544
0.4586372897599142,0.06615372869282343
0.45897706626958046,0.06628529670223145
0.4595516443212873,0.06650818366225547
0.46293760479973967,0.06783995288062585
0.46584029770649044,0.06901069320338525
0.46656596428878766,0.0693049169818195
0.46956117473359055,0.07052845134849836
0.47007581004341603,0.07073941110462482
0.47142161225794765,0.07129511780775284
0.4764617622775172,0.07342505461676588
0.47935406918075074,0.07465110320987783
0.48379497028417595,0.07655601843549949
0.4850836952062073,0.07711185754715615
0.49062102421005915,0.07951873157872023
0.49361112399875157,0.08081849895699651
0.49843709097176553,0.08291922449628565
0.5000433777424804,0.08362690835919312
0.5005929633673809,0.08386941069680975
0.5011412107635147,0.08411476021329133
0.5022091059715129,0.08459324631839123
0.5067550659373254,0.08664898182331104
0.5070685740825793,0.08679075650751726
0.5076851221918979,0.08707129114266775
0.5113713102001773,0.08877208486752643
0.5137572731903359,0.08987610954839835
0.5152807312881094,0.090581357725133
0.518262828990997,0.09197028381093045
0.5190822461123784,0.09235352295017518
0.5199287055483457,0.09274943924269988
0.5212405810198867,0.09337017045951174
0.5232512638344934,0.09432736929360364
0.5236926591107105,0.09453863007630664
0.5250678568179022,0.09519991610547604
0.5356389512539892,0.10031595477729849
0.539026527289854,0.10196265340611972
0.5395177667489791,0.10220244700188852
0.5414426763804823,0.10314369019087201
0.5436658103700708,0.10423924477362441
0.546807479903734,0.1057954643969943
0.5530632574421533,0.1089023093634516
0.5538842473990099,0.10931530784767617
0.5547317257410568,0.10974242298551756
0.5561894116894988,0.11047824678673622
0.5605086299642117,0.11267526896470859
0.5612076047608484,0.113033847389264
0.5652833683880982,0.11512990211046535
0.5697523828781197,0.11743583588620778
0.5701806366511695,0.11765776573759885
0.5706856435673031,0.11792106035948803
0.5708568316216894,0.1180111268634591
0.572029079856236,0.1186305313133348
0.573600902322909,0.1194865845661421
0.5757465965388493,0.12066761381033153
0.5767956862554231,0.12124661802152524
0.5826799936909592,0.12455457260910746
0.5832380832211209,0.12486845487491453
0.5857827092536825,0.12631378780205765
0.5871227749702466,0.12707764276113995
0.5923517531916604,0.13007765564944648
0.5934173442146319,0.13068910998221436
0.59451414352902,0.1313286840400512
0.5981538889650225,0.13345750003588402
0.5989905373238881,0.1339480168914485
0.6004801683631918,0.13482147735277833
0.6061833485200913,0.13817691151738917
0.6070975463223758,0.1387153416230409
0.608709101721451,0.13966968269169977
0.6151875974365896,0.14354337244027607
0.617764792255508,0.14510086965781682
0.6225206311959747,0.14797890641705727
0.6249095511638594,0.14942920892121786
0.6272223786762393,0.15083660872539176
0.630356669054368,0.15274927085734785
0.635050733080946,0.15561393163438977
0.6365771839167044,0.15654708264058317
0.6393497536777915,0.15826169046070174
0.6440146491288421,0.16114953196568568
0.6490386525330153,0.16431630752946674
0.6497720630590821,0.16478019054721976
0.6510384590216834,0.16558294012428168
0.653740742180725,0.16730057222643135
0.6549131361065973,0.168052994830172
0.6558575952626727,0.16866177573497068
0.6564281945376509,0.1690297144964582
0.6576370286898403,0.16983069759673533
0.6590106679141873,0.17074340791353826
0.6604800539623374,0.1717235497250955
0.6646624300448468,0.17452649291296757
0.6685693779264035,0.1771519918151319
0.669914192777046,0.1780572915526599
0.670542497538048,0.17848058797227404
0.6769190426217286,0.182790717416708
0.67737956588494,0.1831050383516041
0.6789250851508107,0.18416209785377258
0.6831603807424933,0.1870679217128601
0.6844219219700014,0.18793406512529504
